Evaluation Approach,"The overall strategy and methodology used to conduct an evaluation, including the selection of evaluation types, designs, and data collection methods.","Choosing the right approach ensures that the evaluation is conducted systematically and produces credible, useful results.",
Evaluation capacity,"An individual¡¯s or organization¡¯s ability to understand evaluation concepts, meaningfully engage in evaluation, and use the evaluation findings to improve services provided.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Evaluation Capacity Building (ECB),"A process by which strategies are designed and implemented to assist individuals, groups, and organizations in conducting effective, useful, and professional evaluation practices.","Enhancing the ability of stakeholders to perform and utilize evaluations effectively, ensuring continuous improvement and sustainability.",https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013499602
Evaluation Competencies,"Specific knowledge, skills, abilities, and attributes needed to succeed in the evaluation profession.","Essential skills and knowledge required for effective evaluation practice, ensuring evaluations are credible and useful.",https://static1.squarespace.com/static/5b6e3f9be17ba34005b18f61/t/609aa746bc11da366b6e33d3/1680724627910/2021_rd2_EN+-+DWF
Evaluation Context,"The specific conditions under which an evaluation is conducted, including program size and type, evaluation purpose, budget and timeframes, and stakeholder involvement.","Influences the objectives and methods of the evaluation, ensuring it is tailored to the specific needs and constraints of the program.",https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Evaluation Decision-Making,"The process by which decisions are made about the focus, design, and implementation of an evaluation.","In collaborative and participatory evaluations, decision-making is often shared or negotiated with stakeholders.",https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0149718911001194?via%3Dihub
Evaluation design,The logical model or conceptual framework used to arrive at conclusions about outcomes.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Evaluation Documentation,"Evaluations should fully document their negotiated purposes and implemented designs, procedures, data and outcomes.",,https://evaluationcanada.ca/career/evaluation-standards.html
Evaluation Ethics,"Principles and standards that guide the conduct of evaluations to ensure they are conducted fairly, respectfully, and with integrity.",Ethical evaluations respect participants' rights and aim to do no harm while providing valuable insights.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Evaluation Framework,"A structured approach to evaluation that includes the purpose, key questions, and methods.",Provides a clear and organized plan for conducting an effective evaluation.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013517736
Evaluation Impact,"The effect that evaluation activities have on a program, including changes in practice, policy, or understanding as a result of evaluation findings.",Demonstrates the value and influence of evaluation on program outcomes and stakeholder decisions.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013499602
Evaluation Implementation,"The process of carrying out the evaluation plan, including data collection, analysis, and reporting.","Involves systematically executing the evaluation plan to gather and analyze data, leading to actionable insights.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/17450120902923213?needAccess=true
Evaluation Issues,"Challenges and problems that arise during the evaluation process, potentially affecting the validity, reliability, and usefulness of the evaluation findings.",Identifying and addressing these issues is crucial to ensure credible and impactful evaluations.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Evaluation Matrix,"A tool used in evaluation to organize and define the evaluation questions, indicators, data sources, and data collection methods.",Provides a clear structure for planning and conducting evaluations systematically.,https://static1.squarespace.com/static/5b6e3f9be17ba34005b18f61/t/609aa746bc11da366b6e33d3/1680724627910/2021_rd2_EN+-+DWF
Evaluation Methods,"Techniques and approaches used to collect and analyze data for evaluating the program, such as surveys and interviews.",Ensures that the evaluation is systematic and produces reliable and valid findings.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_Infographic_Poster-Final-2023.pdf
Evaluation plan,"A written document describing the overall approach or design that will be used to guide an evaluation. It includes what will be done, how it will be done, who will do it, when it will be done, why the evaluation is being conducted, and how the findings will likely be used.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Evaluation Planning Committee,"A group of stakeholders who are involved in planning the evaluation, including setting objectives, selecting methods, and determining how findings will be used.",Engages diverse stakeholders in the planning phase to ensure the evaluation addresses relevant questions and uses appropriate methods.,
Evaluation Questions,"Specific questions that guide the focus and scope of an evaluation, aiming to uncover information about the program¡¯s processes, outcomes, or impacts.",Well-crafted evaluation questions help in gathering relevant data and drawing meaningful conclusions.,https://evaluationcanada.ca/career/what-is-evaluation.html
Evaluation Readiness,"The preparedness of stakeholders to engage in evaluation activities, encompassing both willingness and capacity.","Readiness ensures that stakeholders are equipped and motivated to participate in evaluations, enhancing the quality and utility of the findings.",https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013499602
Evaluation Reporting,The process of compiling and presenting evaluation findings to stakeholders.,Communicating results clearly and effectively to inform decision-making.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72354
Evaluation Reports,"Documents that present the findings, conclusions, and recommendations of an evaluation study.",Effective reporting communicates evaluation results clearly and supports informed decision-making.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Evaluation Services,"Professional services provided to support the design, implementation, and analysis of evaluations.",Ensures that evaluations are conducted systematically and produce credible and useful findings.,
Evaluation stakeholder,"Individuals or organizations that are interested or invested in the program and the findings from the evaluation. Stakeholders typically include those involved in implementing the program, those served by the program, and intended users of the evaluation findings.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Evaluation Standards,"Criteria such as utility, feasibility, propriety, and accuracy used to guide the evaluation process and ensure high-quality evaluations.","Provides a framework to ensure evaluations are useful, ethical, practical, and produce reliable results.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/17450120902923213?needAccess=true
Evaluation strategy,"The method used to gather evidence about one or more outcomes of a program. An evaluation strategy is made up of an evaluation design, a data collection method, and an analysis technique.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Evaluation Transparency,"The openness and clarity with which evaluation processes, methods, and findings are communicated to stakeholders.",Promotes accountability and trust by ensuring stakeholders are fully informed about the evaluation.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Evaluation Use,"The ways in which evaluation findings are applied to make decisions, improve programs, and demonstrate accountability.","Effective use of evaluation results can enhance program effectiveness, inform strategic planning, and strengthen stakeholder relationships.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.2753/PMR1530-9576340302?needAccess=true
Evaluative SROI,"An approach to SROI that assesses program outcomes retrospectively, using collected data to evaluate the social value created.","Provides insights into the actual impact of a program after its implementation, helping to validate and improve future programs.",https://books-scholarsportal-info.myaccess.library.utoronto.ca/en/read?id=/ebooks/ebooks7/taylorandfrancis7/2022-09-23/1/9781003000204#page=158
Evaluator Competencies,"Specific knowledge, skills, abilities, and attributes needed to succeed in the evaluation profession.",Core skills and knowledge required for effective evaluation practice.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72348
Evaluator Credibility,Evaluations should be conducted by qualified people who establish and maintain credibility in the evaluation context.,,https://evaluationcanada.ca/career/evaluation-standards.html
Ex ante cost-benefit or cost-effectiveness analysis,A cost-benefit or cost-effectiveness analysis that does not estimate the actual benefits and costs of a program but that uses hypothesized before-the-fact costs and benefits. This type of analysis is used for planning purposes rather than for evaluation.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Ex Ante Perspective,Analyzing a ToC before the intervention is implemented to ensure it is robust and the design is plausible.,"Proactive analysis to identify and address potential issues early, improving the likelihood of success.",https://utpjournals.press/doi/pdf/10.3138/cjpe.31133
Ex post cost-benefit or cost-effectiveness analysis,A cost-benefit or cost-effectiveness analysis that takes place after a program has been in operation for some time and that is used to assess actual costs and actual benefits.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Ex Post Perspective,Analyzing a ToC after the intervention has been implemented to understand its effectiveness and learn from its implementation.,"Provides insights into what worked, what didn't, and why, informing future interventions and evaluations.",https://utpjournals.press/doi/pdf/10.3138/cjpe.31134
Executive summary,A nontechnical summary statement designed to provide a quick overview of the full-length report on which it is based.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Experiential Learning,"A learning process through which students develop knowledge, skills, and values from direct experiences outside a traditional academic setting.",Facilitates deep learning by engaging students in real-world activities and reflective practice.,https://link.springer.com/article/10.1007/s10755-019-09484-16
Experimental designs,"A type of evaluation design used to ensure equivalence of treatment and control groups to allow the evaluator to assess impact or effect. Potential participants are randomly assigned to either the treatment (group receiving services) or the control group (group not exposed to the program or treatment) to enhance the likelihood that groups are equivalent at baseline and comparisons can be made post-intervention, attributing differences between treatment and control groups to the intervention itself.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Expert opinion,A data collection method that involves using the perceptions and knowledge of experts in functional areas as indicators of program outcome.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Explicit Evaluation Reasoning,"Evaluation reasoning leading from information and analyses to findings, interpretations, conclusions and judgments should be clearly and completely documented.",,https://evaluationcanada.ca/career/evaluation-standards.html
Explicit Program and Context Descriptions,Evaluations should document programs and their contexts with appropriate detail and scope for the evaluation purposes.,,https://evaluationcanada.ca/career/evaluation-standards.html
Explicit Values,"Evaluations should clarify and specify the individual and cultural values underpinning purposes, processes and judgments.",,https://evaluationcanada.ca/career/evaluation-standards.html
External Factors,"Elements outside the control of the program that can influence its implementation and outcomes, such as economic conditions, political climate, and social trends.",Considering these factors is essential for a realistic and comprehensive evaluation.,
External Metaevaluation,"Program evaluation sponsors, clients, evaluators and other stakeholders should encourage the conduct of external metaevaluations using these and other applicable standards.",,https://evaluationcanada.ca/career/evaluation-standards.html
External validity,"The ability to generalize conclusions about a program to future or different conditions. Threats to external validity include selection and program interaction, setting and program interaction, and history and program interaction.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Facilitators,Factors that support or enable the successful implementation and outcomes of a program.,Identifying facilitators helps to replicate and scale successful elements of a program.,https://link-springer-com.myaccess.library.utoronto.ca/content/pdf/10.1007/s10803-017-3317-8.pdf
Feasibility Assessment,An evaluation conducted to determine whether a program can be implemented successfully with the available resources.,Helps prevent the investment of resources in impractical or ineffective programs.,https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1300/J147v29n02_06?needAccess=true
Feasibility Standards(F),The feasibility standards are intended to increase evaluation effectiveness and efficiency.,,https://evaluationcanada.ca/career/evaluation-standards.html
Feedback Mechanisms,Processes for providing stakeholders with information about the evaluation findings and soliciting their input.,"Ensures that stakeholders are kept informed and can provide feedback, enhancing the relevance and utilization of the evaluation.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/17450120902923213?needAccess=true
Feminist Perspectives,Approaches that seek to understand and address the ways in which gender inequalities and power imbalances affect individuals and societies.,Provides critical insights into the structural and societal factors that perpetuate gender-based violence and discrimination.,https://www.tandfonline.com/doi/pdf/10.1080/17441692.2023.2201632?needAccess=true
File review,"A data collection method involving a review of program files. There are usually two types of program files: general program files and files on individual projects, clients, or participants.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Fiscal Responsibility,Evaluations should account for all expended resources and comply with sound fiscal procedures and processes.,,https://evaluationcanada.ca/career/evaluation-standards.html
Flexible Engagement Approach,"An adaptable strategy for involving stakeholders that can change based on their needs, interests, and the evolving context of the evaluation.",Ensures that stakeholder involvement remains relevant and responsive throughout the evaluation process.,
Focus group,"A group of people selected for their relevance to an evaluation that is engaged by a trained facilitator in a series of discussions designed for sharing insights, ideas, and observations on a topic of concern.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Food Rules Assessment,An evaluative measure used to assess participants' understanding and application of specific dietary guidelines or rules.,Helps in determining how well participants comprehend and are able to implement key dietary principles taught in the program.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1090198119831750
Forecast SROI,An approach to SROI that predicts the potential social value that could be created if a program achieves its intended outcomes.,"Useful for planning and designing programs, allowing stakeholders to anticipate and optimize social value creation.",https://books-scholarsportal-info.myaccess.library.utoronto.ca/en/read?id=/ebooks/ebooks7/taylorandfrancis7/2022-09-23/1/9781003000204#page=159
Formal Agreements,"Evaluation agreements should be negotiated to make obligations explicit and take into account the needs, expectations and cultural contexts of clients and other stakeholders.",,https://evaluationcanada.ca/career/evaluation-standards.html
Formal Mentoring,Structured mentoring programs organized by institutions to systematically match mentors and mentees based on specific criteria.,"Provides an organized approach to mentoring, ensuring all participants have access to mentoring relationships.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/10437797.2020.1817820?needAccess=true
Formative evaluation,"A type of evaluation in which the educator explores the operations or process of a financial education intervention implementation, also referred to as process evaluation. As opposed to exploring outcomes in a summative evaluation, formative evaluation is conducted to help educators decide whether the program is meeting needs of program recipients, whether the activities implemented are of high quality, and whether any improvements are required.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Formative Metaevaluation,A metaevaluation conducted during the evaluation process to provide ongoing feedback and improve the evaluation as it progresses.,Supports continuous improvement and real-time adjustments to enhance the quality of the evaluation.,https://utpjournals.press/doi/pdf/10.3138/cjpe.71626
Framework,A structured plan or set of guidelines that outlines the processes and methods used in a program or evaluation.,Provides a systematic approach to organizing and conducting evaluations or program activities.,https://evaluationcanada.ca/career/what-is-evaluation.html
Goal Setting,"The process of defining specific, measurable, and time-bound objectives that guide individuals' actions and efforts.","Encourages motivation and provides direction, helping individuals to achieve desired outcomes through structured planning.",https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/epdf/10.1016/j.adolescence.2014.05.006
Graduate Employability,"The set of skills, knowledge, and attributes that make graduates more likely to gain employment and be successful in their chosen occupations.","Focuses on preparing students for the workforce, ensuring they have the competencies required by employers.",https://web-p-ebscohost-com.myaccess.library.utoronto.ca/ehost/pdfviewer/pdfviewer?vid=0&sid=0d0c21d0-959c-49d1-9618-45b9de556ca8%40redis
Group Concept Mapping,"A participatory method where participants collaboratively brainstorm, sort, and rate ideas to identify key themes and priorities.","Facilitates collective understanding and prioritization, ensuring diverse perspectives are integrated into the evaluation.",https://utpjournals.press/doi/pdf/10.3138/cjpe.73996
Harm Reduction,"Strategies and interventions aimed at reducing the negative consequences of drug use, without necessarily requiring cessation.",Focuses on minimizing harm and promoting health and safety among people who use drugs.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_EvaluationReport-Final-2023.pdf
History,Events outside the program that affect the responses of those involved in the program.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
History and program interaction,The conditions under which the program took place are not representative of future conditions. This is a threat to external validity.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Human Rights and Respect,Evaluations should be designed and conducted to protect human and legal rights and maintain the dignity of participants and other stakeholders.,,https://evaluationcanada.ca/career/evaluation-standards.html
Human Subjects Agreements,Formal agreements that outline the ethical considerations and protections for participants in a research or evaluation study.,Ensures that participants' rights and confidentiality are respected and maintained throughout the evaluation process.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Ideal evaluation design,"The conceptual comparison of two or more situations that are identical except that in one case the program is operational. Only one group (the treatment group) receives the program; the other groups (the control groups) are subject to all pertinent influences except for the operation of the program, in exactly the same fashion as the treatment group. Outcomes are measured in exactly the same way for both groups and any differences can be attributed to the program.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Impact Assessment,"Evaluation that measures the changes that can be attributed to a particular intervention, such as a project, program, or policy.","Focuses on understanding the broader, long-term effects of a program.",https://static1.squarespace.com/static/5b6e3f9be17ba34005b18f61/t/609aa746bc11da366b6e33d3/1680724627910/2021_rd2_EN+-+DWF
Impact Evaluation,"Assessment of the changes that can be attributed to a particular intervention, such as a project, program, or policy.",Focuses on the long-term effects and overall changes brought about by a program.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013517736
Impact Map,"A tool used in SROI to visualize the causal pathways from inputs and activities to outputs, outcomes, and impacts.",Helps stakeholders understand the logical flow of how program activities lead to desired social outcomes.,https://books-scholarsportal-info.myaccess.library.utoronto.ca/en/read?id=/ebooks/ebooks7/taylorandfrancis7/2022-09-23/1/9781003000204#page=162
Impact Pathway,"The sequence of processes and events that lead to the intended outcomes of a program, showing the causal linkages from activities to impacts.","Clarifies the logical flow from program activities to long-term goals, aiding in the identification of key points for intervention and measurement.",https://www.utpjournals.press/doi/pdf/10.3138/cjpe.69536
Implementation Evaluation,"An assessment of how well a program is being carried out, focusing on the fidelity of implementation to the original design.","Ensures that the program is being delivered as intended, identifying any deviations or issues in execution.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1300/J147v29n02_06?needAccess=true
Implicit design,A design with no formal control group and where measurement is made after exposure to the program.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Indicator,"A specific, observable, and measurable characteristic or change that shows the progress a program is making toward achieving a specified outcome.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Indigenous Evaluation,"An approach to evaluation that is grounded in the cultural context, values, and perspectives of Indigenous peoples.","Ensures that evaluations are culturally appropriate and respectful, providing relevant and meaningful insights for Indigenous communities.",
Indigenous Frameworks,Conceptual models and methodologies that originate from and are grounded in indigenous knowledge systems and worldviews.,Ensures that research and interventions are culturally appropriate and resonate with the values and practices of the community.,https://www.tandfonline.com/doi/pdf/10.1080/17441692.2023.2201632?needAccess=true
Indirect Giving Model,"A model of student philanthropy where students evaluate grant proposals submitted by nonprofits and make recommendations to an outside funding organization, which makes the final funding decisions.","Engages students in the grant evaluation process, enhancing their understanding of nonprofit operations and funding mechanisms.",https://link.springer.com/article/10.1007/s10755-019-09484-13
Inferential statistical analysis,Statistical analysis using models to confirm relationships among variables of interest or to generalize findings to an overall population.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Inferential Statistics,A type of statistics that are used to make statements about a population based on a sample of participants and/or to make judgments about whether statistical findings are due to chance or actual differences between groups.,,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Informal conversational interview,"An interviewing technique that relies on the natural flow of a conversation to generate spontaneous questions, often as part of an ongoing observation of the activities of a program.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Information Management,"Evaluations should employ systematic information collection, review, verification and storage methods.",,https://evaluationcanada.ca/career/evaluation-standards.html
Initial Working Theories (IWTs),"Preliminary hypotheses about how, why, and in what circumstances a program will produce its intended outcomes.","Guides the initial stages of evaluation, providing a basis for data collection and analysis to refine and validate program theories.",https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Inputs,Resources that go into a program in order to mount the activities successfully.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Institutional review board (IRB),"A committee appointed by the university administration composed of community and legal experts as well as scientists across departments that evaluates, approves, and monitors all research projects in that institution with respect to ethical requirements and practices (less formally known as the ¡°human participants committee). No research involving human participation can be performed prior to IRB approval.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Institutional Theory,A theory that explains how organizations conform to external pressures and norms to gain legitimacy and support.,"Nonprofits conduct evaluations to align with industry standards and meet funder requirements, often adopting practices for symbolic reasons.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.2753/PMR1530-9576340302?needAccess=true
Instrumentation,"The effect of changing measuring instruments from one measurement to another, as when different interviewers are used. This is a threat to internal validity.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Integrated System for Data Collection,A coordinated approach to collecting both quantitative and qualitative data to provide a comprehensive understanding of program impacts.,Facilitates the continuous monitoring and evaluation of a program's performance and outcomes.,
Interaction effect,The joint net effect of two (or more) variables affecting the outcome of a quasi-experiment.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Internal Metaevaluation,"Evaluators should use these and other applicable standards to examine the accountability of the evaluation design, procedures employed, information collected and outcomes.",,https://evaluationcanada.ca/career/evaluation-standards.html
Internal validity,"The ability to assert that a program has caused measured results (to a certain degree), in the face of plausible potential alternative explanations. The most common threats to internal validity are history, maturation, mortality, selection bias, regression artifacts, diffusion, and imitation of treatment and testing.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
